rentree_scolaire,region_academique,academie,departement,commune,numero_lycee,denomination_principale,patronyme,secteur,nombre_d_eleves,2ndes_gt,2ndes_gt_filles,2ndes_gt_garcons,2ndes_gt_lv1_allemand,2ndes_gt_lv1_anglais,2ndes_gt_lv1_espagnol
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753941B,LYCEE GENERAL PRIVE,GERSON,PRIVE,402,153,63,90,8,144,1
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753943D,LYCEE GENERAL PRIVE,LA TOUR,PRIVE,447,157,96,61,0,157,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753946G,LYCEE GENERAL PRIVE,NOTRE-DAME DES OISEAUX,PRIVE,475,153,87,66,0,153,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753947H,LYCEE GENERAL PRIVE,SAINT-JEAN DE PASSY,PRIVE,487,161,55,106,0,161,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753948J,LYCEE GENERAL PRIVE,L'ASSOMPTION,PRIVE,334,128,61,67,3,125,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754666P,LYCEE GEN.ET TECHNOL.PRIVE,PASSY-SAINT-HONORE,PRIVE,587,133,69,64,2,129,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750704H,LYCEE GENERAL,CARNOT,PUBLIC,877,309,171,138,4,303,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750705J,LYCEE GENERAL ET TECHNOLOGIQUE,HONORE DE BALZAC,PUBLIC,943,327,170,157,16,239,24
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750708M,LPO LYCEE DES METIERS,JEAN DROUANT,PUBLIC,92,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0752937K,LYCEE GENERAL PRIVE,ECOLE  INTERNATIONAL BILINGUE,PRIVE,116,100,64,36,0,100,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753959W,LYCEE GENERAL PRIVE,SAINT-MICHEL DES BATIGNOLLES,PRIVE,488,189,100,89,0,189,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754081D,LYCEE GENERAL PRIVE,STE URSULE-LOUISE BETTIGNIES,PRIVE,408,137,87,50,0,137,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0755537L,LYCEE GEN. ET TECHNOL.PRIVE,RACHI,PRIVE,61,15,6,9,0,15,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750688R,LYCEE GENERAL ET TECHNOLOGIQUE,RABELAIS,PUBLIC,338,110,54,56,0,110,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750710P,LT LYCEE DES METIERS,AUGUSTE RENOIR,PUBLIC,173,60,42,18,0,60,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753231E,LYCEE GEN.ET TECHNOL.PRIVE,SINAI,PRIVE,76,30,30,0,0,30,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754086J,LYC GEN TECH PRIVE,CHARLES DE FOUCAULD,PRIVE,633,212,112,100,0,212,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754239A,LYC POLYVAL PRIVE DES METIERS,SAINT-JEAN DE MONTMARTRE,PRIVE,82,27,17,10,0,27,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750650Z,LPO LYCEE DES METIERS,D'ALEMBERT,PUBLIC,93,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750711R,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI BERGSON,PUBLIC,672,142,65,77,0,142,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750712S,LYCEE POLYVALENT,DIDEROT,PUBLIC,619,221,84,137,0,221,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753815P,LYCEE GEN.ET TECHNOL.PRIVE,LES PETITS CHAMPS,PRIVE,318,97,40,57,0,97,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754015G,LYCEE POLYVALENT PRIVE,JULES RICHARD MICROTECHNIQUES,PRIVE,131,28,2,26,0,28,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754016H,LYCEE POLYVALENT PRIVE,L'INITIATIVE,PRIVE,96,21,12,9,0,21,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754325U,LYCEE GENERAL PRIVE,BETH HANNA,PRIVE,241,82,73,9,0,81,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754684J,LYCEE GENERAL,GEORGES BRASSENS,PUBLIC,206,51,38,13,2,49,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754965P,LYCEE GEN.ET TECHNOL.PRIVE,LUCIEN DE HIRSCH,PRIVE,255,87,43,44,0,87,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0755352K,LYCEE GENERAL PRIVE,N'R HATORAH,PRIVE,121,44,17,27,0,44,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750714U,LYCEE GENERAL,HELENE BOUCHER,PUBLIC,1245,420,205,215,2,418,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750715V,LYCEE GENERAL ET TECHNOLOGIQUE,MAURICE RAVEL,PUBLIC,1166,412,226,186,20,367,25
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754530S,LYCEE POLYVALENT,MARTIN NADAUD,PUBLIC,167,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0755025E,LYCEE GENERAL PRIVE,HEIKHAL MENAHEM SINAI,PRIVE,72,26,0,26,0,26,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0755709Y,LYCEE GENERAL PRIVE,SAINTE-LOUISE,PRIVE,406,172,90,82,0,172,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750647W,LYCEE GENERAL ET TECHNOLOGIQUE,TURGOT,PUBLIC,704,247,148,99,1,246,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750648X,LYCEE GENERAL,VICTOR HUGO,PUBLIC,484,174,109,65,0,137,1
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750651A,LYCEE POLYVALENT,SIMONE WEIL,PUBLIC,310,92,52,40,0,92,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750652B,LYCEE GENERAL,CHARLEMAGNE,PUBLIC,737,247,135,112,4,236,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750653C,LYCEE GENERAL ET TECHNOLOGIQUE,SOPHIE GERMAIN,PUBLIC,828,283,183,100,2,279,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753820V,LYCEE GEN.ET TECHNOL.PRIVE,LES FRANCS BOURGEOIS,PRIVE,808,278,140,138,0,278,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753824Z,LYCEE GENERAL PRIVE,MASSILLON,PRIVE,449,150,64,86,0,150,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750428H,LPO LYCEE DES METIERS,JACQUES MONOD,PUBLIC,128,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750654D,LYCEE GENERAL,HENRI IV,PUBLIC,824,241,153,88,33,208,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750655E,LYCEE GENERAL ET TECHNOLOGIQUE,LOUIS LE GRAND,PUBLIC,906,263,149,114,0,263,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750656F,LYCEE GENERAL,LAVOISIER,PUBLIC,591,213,107,106,0,207,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753598D,LYCEE GENERAL PRIVE,SEVIGNE,PRIVE,356,124,70,54,0,124,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753827C,LYCEE GENERAL PRIVE,LOUISE DE MARILLAC,PRIVE,343,122,72,50,24,98,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750502N,LYCEE POLYVALENT,MAXIMILIEN VOX-ART-DESSIN,PUBLIC,205,69,53,16,0,69,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750657G,LYCEE GENERAL,MONTAIGNE,PUBLIC,1051,347,194,153,13,281,22
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750660K,LYCEE GENERAL,FENELON,PUBLIC,501,173,98,75,0,173,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753647G,LYCEE GENERAL PRIVE,ECOLE ALSACIENNE,PRIVE,567,190,104,86,0,190,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753838P,LYCEE GENERAL PRIVE,SAINT-SULPICE,PRIVE,577,183,80,103,2,181,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753840S,LYCEE GENERAL PRIVE,STANISLAS,PRIVE,895,299,119,180,57,242,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753842U,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE-DAME DE SION,PRIVE,485,170,113,57,7,163,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753844W,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE-GENEVIEVE,PRIVE,454,147,83,64,0,147,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754025T,LYCEE POLYVALENT PRIVE,SAINT-NICOLAS,PRIVE,513,112,16,96,0,112,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754029X,LYC POLYVAL PRIVE DES METIERS,CARCADO SAISSEVAL,PRIVE,341,98,52,46,0,98,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750662M,LYCEE GENERAL,VICTOR DURUY,PUBLIC,1005,344,177,167,18,326,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753809H,LYCEE GENERAL PRIVE,PAUL CLAUDEL D'HULST,PRIVE,566,180,90,90,25,155,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753849B,LYCEE GENERAL PRIVE,L'ALMA,PRIVE,273,97,48,49,0,97,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753850C,LYCEE GENERAL PRIVE,SAINT-THOMAS D'AQUIN,PRIVE,375,136,69,67,2,134,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753851D,LYCEE GENERAL PRIVE,LA ROCHEFOUCAULD,PRIVE,402,143,66,77,0,143,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753852E,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE-JEANNE ELISABETH,PRIVE,272,90,48,42,0,90,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754030Y,LYCEE POLYVALENT PRIVE,ALBERT DE MUN,PRIVE,446,125,61,64,1,123,1
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754860A,LYCEE GENERAL PRIVE,SAINT FRANCOIS DE SALES - THER,PRIVE,54,20,10,10,0,20,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750663N,LYCEE GENERAL ET TECHNOLOGIQUE,CHAPTAL,PUBLIC,567,179,87,92,2,177,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750664P,LYCEE GENERAL ET TECHNOLOGIQUE,RACINE,PUBLIC,1074,352,209,143,17,332,3
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753873C,LYCEE GENERAL PRIVE,FENELON SAINTE-MARIE,PRIVE,793,270,141,129,0,270,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750667T,LYCEE GENERAL,CONDORCET,PUBLIC,519,180,100,80,7,173,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750668U,LYCEE GENERAL,JACQUES DECOUR,PUBLIC,1011,438,207,231,7,420,1
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750669V,LYCEE GENERAL,JULES FERRY,PUBLIC,765,279,159,120,9,268,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750670W,LYCEE GENERAL,LAMARTINE,PUBLIC,609,246,126,120,3,243,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750671X,LYCEE POLYVALENT,EDGAR QUINET,PUBLIC,419,154,84,70,4,149,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753825A,LYCEE PRIVE POUR HANDICAPES,MORVAN,PRIVE,47,17,7,10,0,17,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ARPAJON,0911632E,LYCEE GENERAL ET TECHNOLOGIQUE,RENE CASSIN,PUBLIC,1359,452,262,190,0,452,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ARPAJON,0911961M,LYCEE GENERAL ET TECHNOLOGIQUE,EDMOND MICHELET,PUBLIC,1162,451,225,226,0,451,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ATHIS-MONS,0910623H,LYCEE GENERAL ET TECHNOLOGIQUE,MARCEL PAGNOL,PUBLIC,1118,330,173,157,13,317,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ATHIS-MONS,0910676R,LYCEE POLYVALENT,CLEMENT ADER,PUBLIC,494,164,71,93,0,164,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ATHIS-MONS,0910808J,LYCEE GEN. ET TECHNOL. PRIVE,SAINT CHARLES,PRIVE,799,299,148,151,0,299,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BONDOUFLE,0911937L,LYCEE POLYVALENT,FRANCOIS TRUFFAUT,PUBLIC,1160,348,196,152,0,348,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BRETIGNY-SUR-ORGE,0910975R,LYCEE POLYVALENT,JEAN-PIERRE TIMBAUD,PUBLIC,1225,353,178,175,0,353,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BRETIGNY-SUR-ORGE,0912384X,LYCEE GEN. ET TECHNOL. PRIVE,JEANNE D'ARC,PRIVE,203,73,32,41,0,73,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BRUNOY,0910843X,LYCEE POLYVALENT PRIVE,SAINT PIERRE,PRIVE,947,312,180,132,0,312,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,BRUNOY,0911021R,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS-JOSEPH TALMA,PUBLIC,1284,414,228,186,15,399,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,CERNY,0910630R,LPO LYCEE DES METIERS,ALEXANDRE DENIS,PUBLIC,437,180,91,89,0,180,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,CORBEIL-ESSONNES,0910620E,LPO LYCEE DES METIERS,ROBERT DOISNEAU,PUBLIC,1687,563,317,246,0,563,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,CORBEIL-ESSONNES,0912161E,LYCEE POLYVALENT PRIVE,SAINT LEON,PRIVE,608,210,109,101,21,189,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,DOURDAN,0912364A,LYCEE POLYVALENT,NIKOLA TESLA,PUBLIC,1298,418,218,200,19,383,16
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EPINAY-SOUS-SENART,0911927A,LYCEE GENERAL ET TECHNOLOGIQUE,MAURICE ELIOT,PUBLIC,643,250,136,114,1,249,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ETAMPES,0910622G,LYCEE POLYVALENT,GEOFFROY-SAINT-HILAIRE,PUBLIC,1648,521,287,234,2,519,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ETAMPES,0910815S,LYCEE GEN.ET TECHNOL.PRIVE,JEANNE D'ARC,PRIVE,308,117,61,56,0,117,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,0911251R,LYCEE GENERAL ET TECHNOLOGIQUE,PARC DES LOGES,PUBLIC,1429,483,254,229,14,469,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,0911828T,LPO LYCEE DES METIERS,GEORGES BRASSENS,PUBLIC,841,276,145,131,0,276,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,EVRY-COURCOURONNES,0912117G,LYCEE POLYVALENT PRIVE,NOTRE DAME DE SION,PRIVE,686,221,96,125,19,202,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,GIF-SUR-YVETTE,0911913K,LYCEE GENERAL ET TECHNOLOGIQUE,VALLEE DE CHEVREUSE,PUBLIC,1124,415,183,232,0,415,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,IGNY,0912342B,LYCEE GEN.ET TECHNOL.PRIVE,LA SALLE IGNY,PRIVE,44,26,8,18,0,26,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,LA VILLE-DU-BOIS,0910824B,LYCEE GEN.ET TECHNOL.PRIVE,SACRE COEUR,PRIVE,521,191,91,100,0,191,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,LES ULIS,0911492C,LYCEE POLYVALENT,L'ESSOURIAU,PUBLIC,1001,336,182,154,0,336,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,LIMOURS,0911983L,LYCEE GENERAL ET TECHNOLOGIQUE,JULES VERNE,PUBLIC,934,315,155,160,0,315,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,LONGJUMEAU,0911577V,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES PREVERT,PUBLIC,956,337,170,167,4,333,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MASSY,0910687C,LYCEE GENERAL ET TECHNOLOGIQUE,FUSTEL DE COULANGES,PUBLIC,942,309,154,155,13,296,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MASSY,0910727W,LPO LYCEE DES METIERS,PARC DE VILGENIS,PUBLIC,1006,259,115,144,0,250,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MENNECY,0911962N,LYCEE POLYVALENT,MARIE LAURENCIN,PUBLIC,1185,441,230,211,28,413,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MONTGERON,0910625K,LYCEE GENERAL ET TECHNOLOGIQUE,ROSA PARKS,PUBLIC,2532,866,495,371,0,866,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,MORANGIS,0911945V,LYCEE POLYVALENT,MARGUERITE YOURCENAR,PUBLIC,589,214,126,88,0,214,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ORSAY,0910626L,LYCEE GENERAL ET TECHNOLOGIQUE,BLAISE PASCAL,PUBLIC,1045,358,176,182,12,346,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,ORSAY,0910819W,LYCEE GEN.ET TECHNOL.PRIVE,COURS SECONDAIRE,PRIVE,232,70,31,39,0,70,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,PALAISEAU,0911938M,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE CLAUDEL,PUBLIC,543,189,104,85,0,189,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,PALAISEAU,0912251C,LPO LYCEE DES METIERS,HENRI POINCARE,PUBLIC,433,118,64,54,0,118,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,PALAISEAU,0912321D,LYCEE POLYVALENT PRIVE,SAINT MARTIN,PRIVE,193,79,62,17,0,79,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,PALAISEAU,0912433A,LYCEE GENERAL ET TECHNOLOGIQUE,INTERNATIONAL-PALAISEAU-PARIS-,PUBLIC,496,303,182,121,5,283,15
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,RIS-ORANGIS,0911578W,LYCEE POLYVALENT,PIERRE MENDES FRANCE,PUBLIC,112,112,48,64,0,112,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINTE-GENEVIEVE-DES-BOIS,0911346U,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT EINSTEIN,PUBLIC,1207,407,227,180,1,406,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINTE-GENEVIEVE-DES-BOIS,0912163G,LPO LYCEE DES METIERS,PAUL LANGEVIN,PUBLIC,65,0,0,0,0,0,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAINT-MICHEL-SUR-ORGE,0911946W,LYCEE POLYVALENT,LEONARD DE VINCI,PUBLIC,733,217,129,88,0,217,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAVIGNY-SUR-ORGE,0910627M,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-BAPTISTE COROT,PUBLIC,2106,732,411,321,24,708,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,SAVIGNY-SUR-ORGE,0912142J,LPO LYCEE DES METIERS,GASPARD MONGE,PUBLIC,803,308,123,185,0,308,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VERRIERES-LE-BUISSON,0911844K,LYCEE GENERAL PRIVE,RUDOLF STEINER,PRIVE,55,25,13,12,1,24,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VILLEBON-SUR-YVETTE,0910823A,LYCEE GEN.ET TECHNOL.PRIVE,ILE DE FRANCE,PRIVE,274,95,44,51,0,95,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,VIRY-CHATILLON,0910826D,LYCEE GEN.ET TECHNOL.PRIVE,SAINT- LOUIS SAINT-CLEMENT,PRIVE,637,235,113,122,0,235,0
2022,ILE-DE-FRANCE,VERSAILLES,ESSONNE,YERRES,0910838S,LYCEE POLYVALENT PRIVE,BETH RIVKAH,PRIVE,56,23,23,0,0,23,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ANTONY,0920130S,LYCEE GENERAL ET TECHNOLOGIQUE,DESCARTES,PUBLIC,1227,412,182,230,43,369,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ANTONY,0920904H,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE MARIE LA CROIX,PRIVE,1076,386,205,181,0,386,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ASNIERES-SUR-SEINE,0920131T,LYCEE GENERAL ET TECHNOLOGIQUE,AUGUSTE RENOIR,PUBLIC,1009,312,144,168,9,303,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ASNIERES-SUR-SEINE,0920889S,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE GENEVIEVE,PRIVE,590,206,115,91,25,181,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BAGNEUX,0920894X,LYCEE GEN.ET TECHNOL.PRIVE,SAINT GABRIEL,PRIVE,165,60,28,32,0,60,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOIS-COLOMBES,0920132U,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT CAMUS,PUBLIC,1081,379,193,186,16,302,31
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOIS-COLOMBES,0922691A,LYCEE GENERAL PRIVE,HAUTEFEUILLE,PRIVE,135,46,0,46,0,46,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE-BILLANCOURT,0920134W,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES PREVERT,PUBLIC,802,241,123,118,0,241,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE-BILLANCOURT,0920897A,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME,PRIVE,1253,441,236,205,0,441,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE-BILLANCOURT,0920898B,LYCEE GEN.ET TECHNOL.PRIVE,RAMBAM,PRIVE,277,102,49,53,0,102,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE-BILLANCOURT,0922443F,LPO LYCEE DES METIERS,ETIENNE-JULES MAREY,PUBLIC,105,0,0,0,0,0,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE-BILLANCOURT,0922801V,LYCEE GENERAL ET TECHNOLOGIQUE,SIMONE VEIL,PUBLIC,601,214,106,108,2,211,1
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOURG-LA-REINE,0920906K,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE-DAME,PRIVE,570,209,110,99,0,209,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHATENAY-MALABRY,0920135X,LYCEE GENERAL ET TECHNOLOGIQUE,EMMANUEL MOUNIER,PUBLIC,832,241,118,123,1,240,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHATENAY-MALABRY,0920907L,LYCEE GEN.ET TECHNOL.PRIVE,SOPHIE BARAT,PRIVE,752,242,119,123,0,242,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHATENAY-MALABRY,0921166T,LPO LYCEE DES METIERS,JEAN JAURES,PUBLIC,530,145,61,84,0,145,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHAVILLE,0920908M,LYCEE GEN.ET TECHNOL.PRIVE,SAINT THOMAS DE VILLENEUVE,PRIVE,379,147,80,67,0,147,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CLAMART,0921555R,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES MONOD,PUBLIC,1351,489,264,225,0,489,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CLICHY,0920136Y,LYCEE POLYVALENT,NEWTON-ENREA,PUBLIC,729,290,144,146,0,290,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CLICHY,0922149L,LPO LYCEE DES METIERS,RENE AUFFRAY,PUBLIC,471,150,82,68,0,150,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,0920137Z,LYCEE GENERAL ET TECHNOLOGIQUE,GUY DE MAUPASSANT,PUBLIC,1284,445,238,207,0,423,22
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,0921663H,LYCEE GEN.ET TECHNOL.PRIVE,JEANNE D ARC,PRIVE,642,224,119,105,0,224,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,0920138A,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL LAPIE,PUBLIC,1181,415,189,226,1,414,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,0921484N,LYCEE POLYVALENT PRIVE,MONTALEMBERT,PRIVE,1076,356,176,180,0,353,3
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,0922615T,LYCEE GENERAL,LUCIE AUBRAC,PUBLIC,1092,349,199,150,14,311,0
2022,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,0922867S,LYCEE GENERAL ET TECHNOLOGIQUE,ECOLE EUROPEENNE DE PARIS LA D,PUBLIC,44,14,8,6,0,14,0
